evaluation_index,gap_months,k_references,level_weight,distance_power,max_pairs_per_bin,shape_weight,fitness,val_mae,val_rmse,validation_block_rmse_std,selected_alpha,num_train_pairs,num_train_pair_targets
323,3,5,0.003,0.523,2,0.997,0.8196690686376346,0.6038776883631847,0.8023310239222653,0.17338044715369288,10.0,165,36
245,6,7,0.13,2.242,3,0.87,0.8207186745607529,0.6103748964665644,0.8058330283635574,0.14885646197195496,10.0,203,33
87,6,8,0.065,0.85,2,0.935,0.8209328231991851,0.603390458573946,0.8041715183255104,0.1676130487367478,10.0,150,33
243,12,6,0.316,2.763,2,0.6839999999999999,0.8219698839495287,0.5979691298066847,0.803079010758058,0.188908731914708,1.0,118,27
239,3,13,0.035,1.866,2,0.965,0.8241922100585002,0.6087718060807958,0.8060164655435959,0.1817574451490429,10.0,165,36
246,6,13,0.108,1.016,2,0.892,0.826520053026479,0.60008286584767,0.8078388903789738,0.18681162647505184,10.0,150,33
83,3,10,0.0,0.5,4,1.0,0.8272295949775377,0.6074483694452286,0.808972145807692,0.18257449169845782,10.0,280,36
326,12,11,0.283,0.5,3,0.7170000000000001,0.8279571235040964,0.6047922681272316,0.8076278643624115,0.20329259141684963,10.0,164,27
128,3,7,0.245,0.879,1,0.755,0.8293132462845482,0.5998862403886739,0.8108300969749822,0.18483149309565944,10.0,90,36
57,12,15,0.4,1.043,3,0.6,0.8307699768871233,0.6058338716867404,0.8090591523832359,0.21710824503887446,1.0,164,27
302,12,15,0.091,0.591,3,0.909,0.8307877020331583,0.5952865792557122,0.8082094909823153,0.22578211050843042,1.0,164,27
311,12,11,0.363,0.5,3,0.637,0.8310055382307768,0.6091691054494015,0.8107348998023579,0.20270638428418974,10.0,164,27
120,12,13,0.111,1.196,3,0.889,0.8319992888996174,0.5965091528816228,0.8095335184963851,0.22465770403232305,1.0,164,27
287,12,11,0.4,0.5,3,0.6,0.832361695564891,0.6138741280362565,0.8122013440220793,0.20160351542811683,10.0,164,27
1,12,12,0.314,0.82,3,0.6859999999999999,0.8327320296539015,0.6103927947113486,0.8121141302415963,0.20617899412305207,10.0,164,27
136,12,12,0.163,1.852,3,0.837,0.8330275865959675,0.6078795538085271,0.8130386846064692,0.19988901989498364,10.0,164,27
48,12,15,0.4,1.29,3,0.6,0.8333679955232929,0.6077933848824687,0.811624360620087,0.21743634903205908,1.0,164,27
93,6,9,0.4,1.602,3,0.6,0.8351717738588781,0.6160815461248271,0.8184584152954358,0.16713358563442232,10.0,203,33
238,1,12,0.36,1.81,2,0.64,0.8375922452317374,0.6149252170317671,0.821106832567368,0.1648541266436936,10.0,173,38
286,12,11,0.4,1.159,3,0.6,0.839001986642398,0.6202076617522891,0.8188031077368393,0.20198878905558723,10.0,164,27
267,12,11,0.321,1.615,3,0.679,0.8393634255552024,0.6169733267480442,0.8190040020226479,0.2035942353255452,10.0,164,27
5,3,8,0.018,0.886,4,0.982,0.8399725817445899,0.613455757073438,0.8220998520777123,0.17872729666877638,10.0,280,36
143,12,11,0.363,1.453,3,0.637,0.8406676979672084,0.6186135678932042,0.8203963330463998,0.20271364920808577,10.0,164,27
125,1,6,0.202,1.26,3,0.798,0.841598632338138,0.6297112717096512,0.825437882837045,0.1616074950109307,10.0,235,38
320,6,11,0.4,1.0,2,0.6,0.842808258833174,0.6177492148891872,0.8245867559149863,0.18221502918187674,10.0,150,33
257,12,11,0.4,1.648,3,0.6,0.8447147865729863,0.6255762115121425,0.8244978067217447,0.20216979851241632,10.0,164,27
253,12,13,0.4,2.951,4,0.6,0.8450726709577211,0.6278815308320829,0.8256487384056719,0.19423932552049228,10.0,201,27
61,3,9,0.0,1.908,3,1.0,0.8452420617351782,0.6190164091334295,0.8268615945303698,0.18380467204808507,10.0,225,36
266,12,11,0.4,1.711,3,0.6,0.8455055975633681,0.6263094889231868,0.8252868153624362,0.20218782200931879,10.0,164,27
122,3,14,0.237,2.857,5,0.763,0.8489080278321742,0.6112129634145058,0.8302074650098751,0.18700562822299194,100.0,331,36
139,6,10,0.0,1.042,1,1.0,0.8506271684404947,0.6229985909757062,0.831670561527517,0.1895660691297771,10.0,84,33
252,6,9,0.0,0.646,1,1.0,0.8512622832247311,0.6232917704570231,0.8322020276623276,0.19060255562403436,10.0,84,33
42,6,9,0.0,0.728,1,1.0,0.8515730409498811,0.6233812729546593,0.8325139067779171,0.19059134171963915,10.0,84,33
124,3,9,0.02,1.627,3,0.98,0.8517768429188601,0.6224290762678234,0.833292484135783,0.18484358783077073,10.0,225,36
18,6,9,0.0,0.913,1,1.0,0.8523150319641346,0.6235935579020173,0.8332616313089518,0.19053400655182814,10.0,84,33
3,3,9,0.026,2.569,4,0.974,0.8535861721580663,0.6233779876706065,0.8359076359019287,0.17678536256137625,10.0,280,36
9,6,6,0.115,2.206,2,0.885,0.8554158473699561,0.6347853392457612,0.8388635519479043,0.16552295422051794,10.0,150,33
250,6,7,0.0,0.5,1,1.0,0.8554645903289774,0.6242154447406518,0.8371747287216373,0.18289861607340013,10.0,84,33
45,6,7,0.0,0.658,1,1.0,0.8561488487823001,0.6244005574794351,0.8378378842169253,0.18310964565374796,10.0,84,33
208,6,7,0.001,0.718,1,0.999,0.8561506115462444,0.6238727062716631,0.837770318696471,0.183802928497734,10.0,84,33
72,6,7,0.0,0.66,1,1.0,0.8561576948409356,0.6244069411828839,0.8378464891523236,0.18311205688611967,10.0,84,33
196,6,7,0.001,0.725,1,0.999,0.8561826953116657,0.6238965776899003,0.837801742107402,0.1838095320426366,10.0,84,33
